Unnamed: 0,DateTime,Date,Time,Conductivity(µS/cm)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,204.18
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,38.03
2.0,09 Aug 15:16,09 Aug 2021,15:16:19,186.09
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,186.16
4.0,09 Aug 17:29,09 Aug 2021,17:29:51,184.67
5.0,09 Aug 19:30,09 Aug 2021,19:30:40,185.88
6.0,10 Aug 00:49,10 Aug 2021,00:49:39,191.67
7.0,10 Aug 08:24,10 Aug 2021,08:24:01,201.32
8.0,10 Aug 09:26,10 Aug 2021,09:26:56,201.91
9.0,10 Aug 10:27,10 Aug 2021,10:27:28,202.39
10.0,10 Aug 19:26,10 Aug 2021,19:26:33,196.08
11.0,10 Aug 20:27,10 Aug 2021,20:27:03,196.47
12.0,10 Aug 21:30,10 Aug 2021,21:30:23,196.71
13.0,11 Aug 08:47,11 Aug 2021,08:47:06,203.31
14.0,11 Aug 10:20,11 Aug 2021,10:20:04,202.59
15.0,11 Aug 12:13,11 Aug 2021,12:13:36,200.68
16.0,11 Aug 16:56,11 Aug 2021,16:56:21,197.34
17.0,11 Aug 18:00,11 Aug 2021,18:00:02,196.23
18.0,12 Aug 10:59,12 Aug 2021,10:59:37,198.61
19.0,12 Aug 12:14,12 Aug 2021,12:14:31,0.0
20.0,16 Aug 10:05,16 Aug 2021,10:05:25,207.51
21.0,16 Aug 11:06,16 Aug 2021,11:06:03,208.31
22.0,16 Aug 15:15,16 Aug 2021,15:15:28,209.91
23.0,16 Aug 16:15,16 Aug 2021,16:15:54,212.31
24.0,16 Aug 17:19,16 Aug 2021,17:19:32,212.98
25.0,16 Aug 18:19,16 Aug 2021,18:19:53,213.42
26.0,16 Aug 19:20,16 Aug 2021,19:20:17,213.83
27.0,16 Aug 23:18,16 Aug 2021,23:18:09,214.57
28.0,19 Aug 21:09,19 Aug 2021,21:09:25,217.78
29.0,19 Aug 22:09,19 Aug 2021,22:09:52,217.81
30.0,23 Aug 15:16,23 Aug 2021,15:16:38,218.08
31.0,28 Aug 10:21,28 Aug 2021,10:21:18,0.0
32.0,28 Aug 19:18,28 Aug 2021,19:18:38,218.76
,03 Sep 02:17,03 Sep 2021,02:17:33,228.69
,10 Sep 17:38,10 Sep 2021,17:38:26,216.29
,12 Sep 17:30,12 Sep 2021,17:30:03,203.69
