Unnamed: 0,DateTime,Date,Time,DO(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,6.69
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,7.17
2.0,09 Aug 15:16,09 Aug 2021,15:16:19,7.35
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,7.32
4.0,09 Aug 17:29,09 Aug 2021,17:29:51,7.34
5.0,09 Aug 19:30,09 Aug 2021,19:30:40,7.25
6.0,10 Aug 00:49,10 Aug 2021,00:49:39,7.18
7.0,10 Aug 08:24,10 Aug 2021,08:24:01,7.22
8.0,10 Aug 09:26,10 Aug 2021,09:26:56,7.21
9.0,10 Aug 10:27,10 Aug 2021,10:27:28,7.26
10.0,10 Aug 19:26,10 Aug 2021,19:26:33,7.17
11.0,10 Aug 20:27,10 Aug 2021,20:27:03,7.16
12.0,10 Aug 21:30,10 Aug 2021,21:30:23,7.17
13.0,11 Aug 08:47,11 Aug 2021,08:47:06,7.2
14.0,11 Aug 10:20,11 Aug 2021,10:20:04,7.24
15.0,11 Aug 12:13,11 Aug 2021,12:13:36,7.25
16.0,11 Aug 16:56,11 Aug 2021,16:56:21,7.2
17.0,11 Aug 18:00,11 Aug 2021,18:00:02,7.18
18.0,12 Aug 10:59,12 Aug 2021,10:59:37,6.91
19.0,12 Aug 12:14,12 Aug 2021,12:14:31,0.0
20.0,16 Aug 10:05,16 Aug 2021,10:05:25,6.89
21.0,16 Aug 11:06,16 Aug 2021,11:06:03,6.86
22.0,16 Aug 15:15,16 Aug 2021,15:15:28,6.79
23.0,16 Aug 16:15,16 Aug 2021,16:15:54,6.6
24.0,16 Aug 17:19,16 Aug 2021,17:19:32,6.57
25.0,16 Aug 18:19,16 Aug 2021,18:19:53,6.6
26.0,16 Aug 19:20,16 Aug 2021,19:20:17,6.63
27.0,16 Aug 23:18,16 Aug 2021,23:18:09,6.71
28.0,19 Aug 21:09,19 Aug 2021,21:09:25,6.96
29.0,19 Aug 22:09,19 Aug 2021,22:09:52,6.94
30.0,23 Aug 15:16,23 Aug 2021,15:16:38,6.99
31.0,28 Aug 10:21,28 Aug 2021,10:21:18,0.0
32.0,28 Aug 19:18,28 Aug 2021,19:18:38,6.7
,03 Sep 02:17,03 Sep 2021,02:17:33,6.79
,10 Sep 17:38,10 Sep 2021,17:38:26,7.27
,12 Sep 17:30,12 Sep 2021,17:30:03,7.29
