Unnamed: 0,DateTime,Date,Time,Water Level(cm.)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,149.16
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,573.83
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,574.97
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,577.64
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,581.46
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,583.75
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,586.04
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,588.71
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,590.58
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,599.73
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,616.86
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,618.0
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,619.53
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,639.71
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,643.52
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,643.91
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,661.84
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,663.71
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,666.38
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,667.9
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,668.28
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,665.99
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,664.85
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,207.8
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,201.35
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,182.28
26.0,16 Aug 16:15,16 Aug 2021,16:15:54,175.07
27.0,16 Aug 17:19,16 Aug 2021,17:19:32,171.63
28.0,16 Aug 18:19,16 Aug 2021,18:19:53,165.15
29.0,16 Aug 19:20,16 Aug 2021,19:20:17,159.81
30.0,16 Aug 23:18,16 Aug 2021,23:18:09,152.98
31.0,19 Aug 21:09,19 Aug 2021,21:09:25,151.07
32.0,19 Aug 22:09,19 Aug 2021,22:09:52,151.83
33.0,23 Aug 15:16,23 Aug 2021,15:16:38,146.87
34.0,23 Aug 18:03,23 Aug 2021,18:03:46,143.44
35.0,28 Aug 10:21,28 Aug 2021,10:21:18,149.54
36.0,28 Aug 11:35,28 Aug 2021,11:35:06,151.07
37.0,28 Aug 12:45,28 Aug 2021,12:45:39,151.45
38.0,28 Aug 15:26,28 Aug 2021,15:26:51,146.11
39.0,28 Aug 18:00,28 Aug 2021,18:00:08,143.44
40.0,28 Aug 19:18,28 Aug 2021,19:18:38,141.53
,03 Sep 02:17,03 Sep 2021,02:17:33,146.11
,03 09 10:54,03 Sep 2021,10:54:46,148.78
,10 Sep 17:38,10 Sep 2021,17:38:26,143.44
,10 Sep 23:30,10 Sep 2021,23:30:16,150.69
,12 Sep 17:30,12 Sep 2021,17:30:03,144.2
,12 Sep 18:42,12 Sep 2021,18:42:45,142.68
,12 Sep 21:12,12 Sep 2021,21:12:54,147.64
,12 Sep 22:53,12 Sep 2021,22:53:57,149.93
