Unnamed: 0,DateTime,Date,Time,Conductivity(µS/cm)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,586.0
1.0,16 Aug 15:15,16 Aug 2021,15:15:28,647.0
2.0,16 Aug 17:19,16 Aug 2021,17:19:32,0.0
3.0,16 Aug 19:20,16 Aug 2021,19:20:17,906.0
4.0,16 Aug 23:18,16 Aug 2021,23:18:09,812.0
5.0,17 Aug 00:18,17 Aug 2021,00:18:33,828.0
6.0,19 Aug 21:09,19 Aug 2021,21:09:25,734.0
7.0,19 Aug 22:09,19 Aug 2021,22:09:52,656.0
8.0,23 Aug 15:16,23 Aug 2021,15:16:38,1064.0
,28 Aug 10:21,28 Aug 2021,10:21:18,0.0
,10 Sep 17:38,10 Sep 2021,17:38:26,882.0
,10 Sep 23:30,10 Sep 2021,23:30:16,884.0
,12 Sep 17:30,12 Sep 2021,17:30:03,833.0
,12 Sep 18:42,12 Sep 2021,18:42:45,0.0
