Unnamed: 0,DateTime,Date,Time,DO(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,0.37
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,0.35
2.0,09 Aug 15:16,09 Aug 2021,15:16:19,0.34
3.0,09 Aug 19:30,09 Aug 2021,19:30:40,0.35
4.0,10 Aug 00:49,10 Aug 2021,00:49:39,0.36
5.0,10 Aug 08:24,10 Aug 2021,08:24:01,0.37
6.0,10 Aug 09:26,10 Aug 2021,09:26:56,0.36
7.0,10 Aug 19:26,10 Aug 2021,19:26:33,0.37
8.0,10 Aug 21:30,10 Aug 2021,21:30:23,0.36
9.0,11 Aug 10:20,11 Aug 2021,10:20:04,0.35
10.0,11 Aug 12:13,11 Aug 2021,12:13:36,0.34
11.0,12 Aug 10:59,12 Aug 2021,10:59:37,0.35
12.0,12 Aug 12:14,12 Aug 2021,12:14:31,0.36
13.0,19 Aug 21:09,19 Aug 2021,21:09:25,0.4
14.0,23 Aug 15:16,23 Aug 2021,15:16:38,1.76
15.0,23 Aug 18:03,23 Aug 2021,18:03:46,2.02
16.0,28 Aug 10:21,28 Aug 2021,10:21:18,2.77
17.0,28 Aug 11:35,28 Aug 2021,11:35:06,2.89
18.0,28 Aug 12:45,28 Aug 2021,12:45:39,2.75
19.0,28 Aug 15:26,28 Aug 2021,15:26:51,3.66
20.0,28 Aug 18:00,28 Aug 2021,18:00:08,4.01
21.0,28 Aug 19:18,28 Aug 2021,19:18:38,4.19
,03 Sep 02:17,03 Sep 2021,02:17:33,4.17
,03 09 10:54,03 Sep 2021,10:54:46,3.46
,10 Sep 17:38,10 Sep 2021,17:38:26,4.54
,10 Sep 23:30,10 Sep 2021,23:30:16,4.71
,12 Sep 18:42,12 Sep 2021,18:42:45,5.49
,12 Sep 22:00,12 Sep 2021,22:00:04,5.51
,12 Sep 22:53,12 Sep 2021,22:53:57,5.48
