Unnamed: 0,DateTime,Date,Time,Nitrate(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,0.53
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,0.54
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,0.55
3.0,09 Aug 15:16,09 Aug 2021,15:16:19,0.53
4.0,09 Aug 16:29,09 Aug 2021,16:29:24,0.54
5.0,09 Aug 17:29,09 Aug 2021,17:29:51,0.55
6.0,10 Aug 08:24,10 Aug 2021,08:24:01,0.54
7.0,10 Aug 09:26,10 Aug 2021,09:26:56,0.55
8.0,10 Aug 10:27,10 Aug 2021,10:27:28,0.56
9.0,10 Aug 19:26,10 Aug 2021,19:26:33,0.53
10.0,10 Aug 20:27,10 Aug 2021,20:27:03,0.54
11.0,11 Aug 08:47,11 Aug 2021,08:47:06,0.5
12.0,11 Aug 10:20,11 Aug 2021,10:20:04,0.51
13.0,11 Aug 12:13,11 Aug 2021,12:13:36,0.52
14.0,11 Aug 16:56,11 Aug 2021,16:56:21,0.49
15.0,11 Aug 18:00,11 Aug 2021,18:00:02,0.48
16.0,12 Aug 10:59,12 Aug 2021,10:59:37,0.55
17.0,16 Aug 10:05,16 Aug 2021,10:05:25,0.51
18.0,16 Aug 11:06,16 Aug 2021,11:06:03,0.54
19.0,16 Aug 17:19,16 Aug 2021,17:19:32,0.55
20.0,16 Aug 18:19,16 Aug 2021,18:19:53,0.54
21.0,16 Aug 19:20,16 Aug 2021,19:20:17,0.53
22.0,19 Aug 21:09,19 Aug 2021,21:09:25,0.59
23.0,19 Aug 22:09,19 Aug 2021,22:09:52,0.58
24.0,23 Aug 15:16,23 Aug 2021,15:16:38,0.61
25.0,28 Aug 10:21,28 Aug 2021,10:21:18,0.58
,03 Sep 02:17,03 Sep 2021,02:17:33,0.54
,10 Sep 17:38,10 Sep 2021,17:38:26,0.51
,12 Sep 16:50,12 Sep 2021,16:50:46,0.59
,12 Sep 17:30,12 Sep 2021,17:30:03,0.57
,12 Sep 21:12,12 Sep 2021,21:12:54,0.58
