Unnamed: 0,DateTime,Date,Time,Water Level(cm.)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,96.67
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,677.81
2.0,09 Aug 15:16,09 Aug 2021,15:16:19,677.82
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,677.8
4.0,09 Aug 17:29,09 Aug 2021,17:29:51,677.81
5.0,09 Aug 18:30,09 Aug 2021,18:30:16,677.83
6.0,10 Aug 00:49,10 Aug 2021,00:49:39,677.8
7.0,10 Aug 08:24,10 Aug 2021,08:24:01,677.83
8.0,10 Aug 09:26,10 Aug 2021,09:26:56,677.8
9.0,10 Aug 10:27,10 Aug 2021,10:27:28,677.78
10.0,11 Aug 08:47,11 Aug 2021,08:47:06,677.88
11.0,11 Aug 10:20,11 Aug 2021,10:20:04,677.94
12.0,11 Aug 12:13,11 Aug 2021,12:13:36,677.85
13.0,11 Aug 16:56,11 Aug 2021,16:56:21,677.86
14.0,11 Aug 18:00,11 Aug 2021,18:00:02,677.81
15.0,12 Aug 10:59,12 Aug 2021,10:59:37,677.69
16.0,12 Aug 12:14,12 Aug 2021,12:14:31,677.68
17.0,16 Aug 10:05,16 Aug 2021,10:05:25,677.6
18.0,16 Aug 11:06,16 Aug 2021,11:06:03,677.61
19.0,16 Aug 15:15,16 Aug 2021,15:15:28,677.62
20.0,16 Aug 17:19,16 Aug 2021,17:19:32,677.63
21.0,19 Aug 21:09,19 Aug 2021,21:09:25,677.76
22.0,23 Aug 15:16,23 Aug 2021,15:16:38,677.92
23.0,28 Aug 10:21,28 Aug 2021,10:21:18,678.33
24.0,28 Aug 11:35,28 Aug 2021,11:35:06,678.36
25.0,28 Aug 12:45,28 Aug 2021,12:45:39,678.35
26.0,28 Aug 15:26,28 Aug 2021,15:26:51,678.34
27.0,28 Aug 18:00,28 Aug 2021,18:00:08,678.32
,03 Sep 02:17,03 Sep 2021,02:17:33,678.39
,03 09 10:54,03 Sep 2021,10:54:46,678.45
,10 Sep 17:38,10 Sep 2021,17:38:26,678.58
,12 Sep 17:30,12 Sep 2021,17:30:03,678.62
,12 Sep 18:42,12 Sep 2021,18:42:45,678.58
,12 Sep 21:12,12 Sep 2021,21:12:54,678.61
