Unnamed: 0,DateTime,Date,Time,pH
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,7.8
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,8.11
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,8.1
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,8.09
4.0,09 Aug 18:30,09 Aug 2021,18:30:16,8.08
5.0,09 Aug 19:30,09 Aug 2021,19:30:40,8.03
6.0,10 Aug 00:49,10 Aug 2021,00:49:39,8.06
7.0,10 Aug 08:24,10 Aug 2021,08:24:01,8.03
8.0,10 Aug 09:26,10 Aug 2021,09:26:56,8.02
9.0,10 Aug 10:27,10 Aug 2021,10:27:28,8.01
10.0,11 Aug 08:47,11 Aug 2021,08:47:06,7.88
11.0,11 Aug 10:20,11 Aug 2021,10:20:04,7.79
12.0,11 Aug 12:13,11 Aug 2021,12:13:36,7.72
13.0,11 Aug 16:56,11 Aug 2021,16:56:21,7.69
14.0,11 Aug 18:00,11 Aug 2021,18:00:02,7.71
15.0,12 Aug 10:59,12 Aug 2021,10:59:37,7.54
16.0,16 Aug 10:05,16 Aug 2021,10:05:25,7.64
17.0,16 Aug 11:06,16 Aug 2021,11:06:03,7.66
18.0,16 Aug 15:15,16 Aug 2021,15:15:28,7.36
19.0,16 Aug 16:15,16 Aug 2021,16:15:54,7.37
20.0,16 Aug 17:19,16 Aug 2021,17:19:32,7.34
21.0,16 Aug 19:20,16 Aug 2021,19:20:17,7.32
22.0,19 Aug 21:09,19 Aug 2021,21:09:25,6.6
23.0,23 Aug 15:16,23 Aug 2021,15:16:38,7.0
24.0,23 Aug 18:03,23 Aug 2021,18:03:46,6.97
25.0,28 Aug 10:21,28 Aug 2021,10:21:18,6.95
26.0,28 Aug 11:35,28 Aug 2021,11:35:06,6.96
27.0,28 Aug 12:45,28 Aug 2021,12:45:39,6.99
28.0,28 Aug 15:26,28 Aug 2021,15:26:51,6.96
29.0,28 Aug 18:00,28 Aug 2021,18:00:08,6.98
30.0,28 Aug 19:18,28 Aug 2021,19:18:38,6.95
,03 Sep 02:17,03 Sep 2021,02:17:33,7.11
,03 09 10:54,03 Sep 2021,10:54:46,7.0
,10 Sep 17:38,10 Sep 2021,17:38:26,6.45
,10 Sep 23:30,10 Sep 2021,23:30:16,6.48
,12 Sep 17:30,12 Sep 2021,17:30:03,6.41
