Unnamed: 0,DateTime,Date,Time,Temperature(°C)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,31.27
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,29.99
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,29.76
3.0,09 Aug 15:16,09 Aug 2021,15:16:19,30.03
4.0,09 Aug 17:29,09 Aug 2021,17:29:51,30.06
5.0,09 Aug 18:30,09 Aug 2021,18:30:16,30.05
6.0,09 Aug 19:30,09 Aug 2021,19:30:40,29.96
7.0,10 Aug 00:49,10 Aug 2021,00:49:39,29.63
8.0,10 Aug 08:24,10 Aug 2021,08:24:01,28.33
9.0,10 Aug 09:26,10 Aug 2021,09:26:56,28.31
10.0,10 Aug 10:27,10 Aug 2021,10:27:28,28.35
11.0,10 Aug 19:26,10 Aug 2021,19:26:33,29.31
12.0,10 Aug 20:27,10 Aug 2021,20:27:03,29.49
13.0,10 Aug 21:30,10 Aug 2021,21:30:23,29.63
14.0,11 Aug 08:47,11 Aug 2021,08:47:06,29.0
15.0,11 Aug 10:20,11 Aug 2021,10:20:04,28.96
16.0,11 Aug 12:13,11 Aug 2021,12:13:36,29.36
17.0,11 Aug 16:56,11 Aug 2021,16:56:21,30.17
18.0,11 Aug 18:00,11 Aug 2021,18:00:02,30.3
19.0,12 Aug 10:59,12 Aug 2021,10:59:37,29.59
20.0,12 Aug 12:14,12 Aug 2021,12:14:31,29.96
21.0,16 Aug 10:05,16 Aug 2021,10:05:25,30.03
22.0,16 Aug 11:06,16 Aug 2021,11:06:03,30.19
23.0,16 Aug 15:15,16 Aug 2021,15:15:28,30.86
24.0,16 Aug 16:15,16 Aug 2021,16:15:54,30.99
25.0,16 Aug 17:19,16 Aug 2021,17:19:32,31.0
26.0,16 Aug 18:19,16 Aug 2021,18:19:53,31.04
27.0,16 Aug 19:20,16 Aug 2021,19:20:17,31.13
28.0,16 Aug 23:18,16 Aug 2021,23:18:09,30.99
29.0,17 Aug 00:18,17 Aug 2021,00:18:33,30.85
30.0,19 Aug 21:09,19 Aug 2021,21:09:25,29.63
31.0,19 Aug 22:09,19 Aug 2021,22:09:52,29.49
32.0,23 Aug 15:16,23 Aug 2021,15:16:38,29.8
33.0,23 Aug 18:03,23 Aug 2021,18:03:46,30.17
34.0,28 Aug 10:21,28 Aug 2021,10:21:18,28.83
35.0,28 Aug 11:35,28 Aug 2021,11:35:06,28.74
36.0,28 Aug 12:45,28 Aug 2021,12:45:39,28.7
37.0,28 Aug 18:00,28 Aug 2021,18:00:08,28.68
38.0,28 Aug 19:18,28 Aug 2021,19:18:38,28.31
,03 Sep 02:17,03 Sep 2021,02:17:33,27.89
,03 09 10:54,03 Sep 2021,10:54:46,27.81
,10 Sep 17:38,10 Sep 2021,17:38:26,30.03
,10 Sep 23:30,10 Sep 2021,23:30:16,29.92
,12 Sep 16:50,12 Sep 2021,16:50:46,28.18
,12 Sep 17:30,12 Sep 2021,17:30:03,28.28
,12 Sep 18:34,12 Sep 2021,18:34:02,28.31
,12 Sep 21:12,12 Sep 2021,21:12:54,28.49
,12 Sep 22:53,12 Sep 2021,22:53:57,28.5
