Unnamed: 0,DateTime,Date,Time,DO(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,4.37
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,3.45
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,3.37
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,4.28
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,4.17
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,4.01
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,3.69
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,3.71
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,3.73
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,3.27
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,3.57
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,3.62
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,3.44
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,3.63
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,3.55
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,3.39
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,3.78
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,3.54
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,3.41
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,3.39
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,4.22
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,3.48
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,3.14
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,3.46
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,3.41
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,4.5
26.0,16 Aug 16:15,16 Aug 2021,16:15:54,4.48
27.0,16 Aug 17:19,16 Aug 2021,17:19:32,4.38
28.0,16 Aug 18:19,16 Aug 2021,18:19:53,4.45
29.0,16 Aug 19:20,16 Aug 2021,19:20:17,4.53
30.0,19 Aug 21:09,19 Aug 2021,21:09:25,4.95
31.0,19 Aug 22:09,19 Aug 2021,22:09:52,4.76
32.0,23 Aug 15:16,23 Aug 2021,15:16:38,4.77
33.0,23 Aug 18:03,23 Aug 2021,18:03:46,5.33
34.0,28 Aug 10:21,28 Aug 2021,10:21:18,4.14
35.0,28 Aug 11:35,28 Aug 2021,11:35:06,3.91
36.0,28 Aug 12:45,28 Aug 2021,12:45:39,3.68
37.0,28 Aug 15:26,28 Aug 2021,15:26:51,3.59
38.0,28 Aug 18:00,28 Aug 2021,18:00:08,3.71
39.0,28 Aug 19:18,28 Aug 2021,19:18:38,4.22
,03 Sep 02:17,03 Sep 2021,02:17:33,3.82
,03 09 10:54,03 Sep 2021,10:54:46,4.58
,10 Sep 17:38,10 Sep 2021,17:38:26,4.7
,10 Sep 23:30,10 Sep 2021,23:30:16,4.57
,12 Sep 18:42,12 Sep 2021,18:42:45,5.32
,12 Sep 22:00,12 Sep 2021,22:00:04,5.1
,12 Sep 22:53,12 Sep 2021,22:53:57,5.07
