Unnamed: 0,DateTime,Date,Time,Temperature(°C)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,29.1
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,27.1
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,27.2
3.0,09 Aug 15:16,09 Aug 2021,15:16:19,27.3
4.0,09 Aug 18:30,09 Aug 2021,18:30:16,27.2
5.0,09 Aug 19:30,09 Aug 2021,19:30:40,27.3
6.0,10 Aug 10:27,10 Aug 2021,10:27:28,27.4
7.0,10 Aug 19:26,10 Aug 2021,19:26:33,27.7
8.0,10 Aug 21:30,10 Aug 2021,21:30:23,27.8
9.0,12 Aug 10:59,12 Aug 2021,10:59:37,27.6
10.0,16 Aug 10:05,16 Aug 2021,10:05:25,30.2
11.0,16 Aug 11:06,16 Aug 2021,11:06:03,30.3
12.0,16 Aug 15:15,16 Aug 2021,15:15:28,30.4
13.0,16 Aug 16:15,16 Aug 2021,16:15:54,30.5
14.0,16 Aug 23:18,16 Aug 2021,23:18:09,30.6
15.0,19 Aug 21:09,19 Aug 2021,21:09:25,31.9
16.0,23 Aug 15:16,23 Aug 2021,15:16:38,31.5
17.0,28 Aug 10:21,28 Aug 2021,10:21:18,31.0
18.0,28 Aug 12:45,28 Aug 2021,12:45:39,31.1
19.0,28 Aug 15:26,28 Aug 2021,15:26:51,31.3
20.0,28 Aug 18:00,28 Aug 2021,18:00:08,31.4
,03 Sep 02:17,03 Sep 2021,02:17:33,31.8
,10 Sep 17:38,10 Sep 2021,17:38:26,31.5
,10 Sep 23:30,10 Sep 2021,23:30:16,31.4
,12 Sep 17:30,12 Sep 2021,17:30:03,32.0
,12 Sep 22:53,12 Sep 2021,22:53:57,31.9
