Unnamed: 0,DateTime,Date,Time,pH
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,8.15
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,8.17
2.0,09 Aug 18:30,09 Aug 2021,18:30:16,8.16
3.0,09 Aug 19:30,09 Aug 2021,19:30:40,8.15
4.0,10 Aug 00:49,10 Aug 2021,00:49:39,8.14
5.0,10 Aug 19:26,10 Aug 2021,19:26:33,8.2
6.0,10 Aug 21:30,10 Aug 2021,21:30:23,8.21
7.0,11 Aug 08:47,11 Aug 2021,08:47:06,8.22
8.0,11 Aug 12:13,11 Aug 2021,12:13:36,8.23
9.0,11 Aug 16:56,11 Aug 2021,16:56:21,8.24
10.0,12 Aug 10:59,12 Aug 2021,10:59:37,8.27
11.0,16 Aug 10:05,16 Aug 2021,10:05:25,8.22
12.0,16 Aug 15:15,16 Aug 2021,15:15:28,8.21
13.0,16 Aug 16:15,16 Aug 2021,16:15:54,8.22
14.0,16 Aug 23:18,16 Aug 2021,23:18:09,8.17
15.0,19 Aug 21:09,19 Aug 2021,21:09:25,8.24
16.0,23 Aug 15:16,23 Aug 2021,15:16:38,8.38
17.0,28 Aug 10:21,28 Aug 2021,10:21:18,8.41
18.0,28 Aug 15:26,28 Aug 2021,15:26:51,8.42
19.0,28 Aug 18:00,28 Aug 2021,18:00:08,8.43
,03 Sep 02:17,03 Sep 2021,02:17:33,8.19
,03 09 10:54,03 Sep 2021,10:54:46,8.25
,10 Sep 17:38,10 Sep 2021,17:38:26,8.16
,10 Sep 23:30,10 Sep 2021,23:30:16,8.14
,12 Sep 17:30,12 Sep 2021,17:30:03,8.15
,12 Sep 22:53,12 Sep 2021,22:53:57,8.16
