Unnamed: 0,DateTime,Date,Time,Water Level(cm.)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,266.78
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,282.37
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,394.53
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,313.5
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,261.92
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,283.41
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,248.36
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,357.82
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,319.91
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,363.42
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,421.05
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,469.1
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,0.0
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,316.33
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,346.46
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,363.55
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,339.21
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,275.31
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,289.51
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,291.08
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,238.47
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,271.14
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,262.65
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,353.59
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,347.32
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,337.78
26.0,16 Aug 16:15,16 Aug 2021,16:15:54,329.67
27.0,16 Aug 17:19,16 Aug 2021,17:19:32,330.65
28.0,16 Aug 18:19,16 Aug 2021,18:19:53,326.29
29.0,16 Aug 19:20,16 Aug 2021,19:20:17,356.53
30.0,16 Aug 23:18,16 Aug 2021,23:18:09,305.12
31.0,19 Aug 21:09,19 Aug 2021,21:09:25,333.35
32.0,19 Aug 22:09,19 Aug 2021,22:09:52,324.27
33.0,23 Aug 15:16,23 Aug 2021,15:16:38,249.52
34.0,23 Aug 18:03,23 Aug 2021,18:03:46,237.13
35.0,28 Aug 10:21,28 Aug 2021,10:21:18,329.71
36.0,28 Aug 11:35,28 Aug 2021,11:35:06,328.77
37.0,28 Aug 12:45,28 Aug 2021,12:45:39,332.7
38.0,28 Aug 15:26,28 Aug 2021,15:26:51,331.24
39.0,28 Aug 18:00,28 Aug 2021,18:00:08,333.65
40.0,28 Aug 19:18,28 Aug 2021,19:18:38,329.46
,03 Sep 02:17,03 Sep 2021,02:17:33,333.53
,03 09 10:54,03 Sep 2021,10:54:46,333.05
,10 Sep 17:38,10 Sep 2021,17:38:26,325.83
,10 Sep 23:30,10 Sep 2021,23:30:16,326.2
,12 Sep 17:30,12 Sep 2021,17:30:03,329.35
,12 Sep 18:42,12 Sep 2021,18:42:45,330.43
,12 Sep 21:12,12 Sep 2021,21:12:54,330.79
,12 Sep 22:53,12 Sep 2021,22:53:57,331.98
