Unnamed: 0,DateTime,Date,Time,Chloride(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,14.9
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,13.3
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,12.9
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,12.5
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,11.5
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,12.0
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,12.2
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,12.4
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,12.7
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,13.3
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,14.1
11.0,10 Aug 10:27,10 Aug 2021,10:27:28,0.0
12.0,10 Aug 19:26,10 Aug 2021,19:26:33,10.2
13.0,10 Aug 21:30,10 Aug 2021,21:30:23,10.5
14.0,11 Aug 08:47,11 Aug 2021,08:47:06,12.8
15.0,11 Aug 10:20,11 Aug 2021,10:20:04,12.6
16.0,11 Aug 12:13,11 Aug 2021,12:13:36,12.1
17.0,11 Aug 16:56,11 Aug 2021,16:56:21,11.9
18.0,11 Aug 18:00,11 Aug 2021,18:00:02,11.5
19.0,12 Aug 10:59,12 Aug 2021,10:59:37,12.9
20.0,12 Aug 12:14,12 Aug 2021,12:14:31,14.5
21.0,16 Aug 10:05,16 Aug 2021,10:05:25,13.8
22.0,16 Aug 15:15,16 Aug 2021,15:15:28,13.5
23.0,16 Aug 16:15,16 Aug 2021,16:15:54,13.6
24.0,16 Aug 17:19,16 Aug 2021,17:19:32,13.5
25.0,16 Aug 18:19,16 Aug 2021,18:19:53,13.6
26.0,16 Aug 19:20,16 Aug 2021,19:20:17,13.5
27.0,16 Aug 23:18,16 Aug 2021,23:18:09,13.7
28.0,19 Aug 21:09,19 Aug 2021,21:09:25,14.2
29.0,19 Aug 22:09,19 Aug 2021,22:09:52,14.3
30.0,23 Aug 15:16,23 Aug 2021,15:16:38,18.4
31.0,23 Aug 18:03,23 Aug 2021,18:03:46,18.6
32.0,28 Aug 10:21,28 Aug 2021,10:21:18,19.8
33.0,28 Aug 12:45,28 Aug 2021,12:45:39,19.6
34.0,28 Aug 15:26,28 Aug 2021,15:26:51,19.1
35.0,28 Aug 18:00,28 Aug 2021,18:00:08,19.0
36.0,28 Aug 19:18,28 Aug 2021,19:18:38,18.9
,03 Sep 02:17,03 Sep 2021,02:17:33,18.6
,03 09 10:54,03 Sep 2021,10:54:46,18.3
,10 Sep 17:38,10 Sep 2021,17:38:26,24.4
,12 Sep 18:42,12 Sep 2021,18:42:45,24.2
,12 Sep 21:12,12 Sep 2021,21:12:54,23.8
,12 Sep 22:53,12 Sep 2021,22:53:57,23.7
