Unnamed: 0,DateTime,Date,Time,Water Level(cm.)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,350.0
1.0,16 Aug 17:19,16 Aug 2021,17:19:32,0.0
2.0,16 Aug 18:19,16 Aug 2021,18:19:53,350.0
,28 Aug 10:21,28 Aug 2021,10:21:18,410.0
,10 Sep 17:38,10 Sep 2021,17:38:26,350.0
