Unnamed: 0,DateTime,Date,Time,Conductivity(µS/cm)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,335.0
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,359.0
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,365.0
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,367.0
4.0,09 Aug 17:29,09 Aug 2021,17:29:51,368.0
5.0,09 Aug 19:30,09 Aug 2021,19:30:40,371.0
6.0,10 Aug 00:49,10 Aug 2021,00:49:39,375.0
7.0,10 Aug 08:24,10 Aug 2021,08:24:01,358.0
8.0,10 Aug 09:26,10 Aug 2021,09:26:56,354.0
9.0,10 Aug 10:27,10 Aug 2021,10:27:28,349.0
10.0,10 Aug 19:26,10 Aug 2021,19:26:33,333.0
11.0,10 Aug 20:27,10 Aug 2021,20:27:03,336.0
12.0,10 Aug 21:30,10 Aug 2021,21:30:23,337.0
13.0,11 Aug 08:47,11 Aug 2021,08:47:06,342.0
14.0,11 Aug 10:20,11 Aug 2021,10:20:04,343.0
15.0,11 Aug 12:13,11 Aug 2021,12:13:36,344.0
16.0,11 Aug 16:56,11 Aug 2021,16:56:21,354.0
17.0,11 Aug 18:00,11 Aug 2021,18:00:02,357.0
18.0,12 Aug 10:59,12 Aug 2021,10:59:37,380.0
19.0,12 Aug 12:14,12 Aug 2021,12:14:31,382.0
20.0,16 Aug 10:05,16 Aug 2021,10:05:25,392.0
21.0,16 Aug 15:15,16 Aug 2021,15:15:28,395.0
22.0,16 Aug 16:15,16 Aug 2021,16:15:54,394.0
23.0,16 Aug 17:19,16 Aug 2021,17:19:32,397.0
24.0,16 Aug 18:19,16 Aug 2021,18:19:53,401.0
25.0,16 Aug 19:20,16 Aug 2021,19:20:17,403.0
26.0,16 Aug 23:18,16 Aug 2021,23:18:09,410.0
27.0,17 Aug 00:18,17 Aug 2021,00:18:33,414.0
28.0,19 Aug 21:09,19 Aug 2021,21:09:25,438.0
29.0,19 Aug 22:09,19 Aug 2021,22:09:52,440.0
30.0,23 Aug 15:16,23 Aug 2021,15:16:38,295.0
31.0,23 Aug 18:03,23 Aug 2021,18:03:46,298.0
32.0,28 Aug 10:21,28 Aug 2021,10:21:18,338.0
33.0,28 Aug 11:35,28 Aug 2021,11:35:06,340.0
34.0,28 Aug 12:45,28 Aug 2021,12:45:39,338.0
35.0,28 Aug 15:26,28 Aug 2021,15:26:51,333.0
36.0,28 Aug 18:00,28 Aug 2021,18:00:08,329.0
37.0,28 Aug 19:18,28 Aug 2021,19:18:38,322.0
,03 Sep 02:17,03 Sep 2021,02:17:33,466.0
,10 Sep 17:38,10 Sep 2021,17:38:26,401.0
,10 Sep 23:30,10 Sep 2021,23:30:16,396.0
,12 Sep 16:50,12 Sep 2021,16:50:46,390.0
,12 Sep 17:30,12 Sep 2021,17:30:03,388.0
,12 Sep 21:12,12 Sep 2021,21:12:54,385.0
