Unnamed: 0,DateTime,Date,Time,pH
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,7.24
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,7.33
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,7.35
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,7.37
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,7.34
5.0,09 Aug 17:29,09 Aug 2021,17:29:51,7.33
6.0,10 Aug 10:27,10 Aug 2021,10:27:28,7.32
7.0,10 Aug 19:26,10 Aug 2021,19:26:33,7.29
8.0,11 Aug 08:47,11 Aug 2021,08:47:06,7.28
9.0,11 Aug 12:13,11 Aug 2021,12:13:36,7.27
10.0,11 Aug 16:56,11 Aug 2021,16:56:21,7.28
11.0,11 Aug 18:00,11 Aug 2021,18:00:02,7.29
12.0,12 Aug 10:59,12 Aug 2021,10:59:37,7.31
13.0,12 Aug 12:14,12 Aug 2021,12:14:31,7.3
14.0,16 Aug 10:05,16 Aug 2021,10:05:25,7.31
15.0,16 Aug 11:06,16 Aug 2021,11:06:03,7.3
16.0,16 Aug 15:15,16 Aug 2021,15:15:28,7.16
17.0,16 Aug 16:15,16 Aug 2021,16:15:54,7.13
18.0,16 Aug 17:19,16 Aug 2021,17:19:32,7.17
19.0,16 Aug 18:19,16 Aug 2021,18:19:53,7.14
20.0,16 Aug 23:18,16 Aug 2021,23:18:09,7.13
21.0,19 Aug 21:09,19 Aug 2021,21:09:25,7.17
22.0,19 Aug 22:09,19 Aug 2021,22:09:52,7.18
23.0,23 Aug 15:16,23 Aug 2021,15:16:38,7.24
24.0,23 Aug 18:03,23 Aug 2021,18:03:46,7.23
25.0,28 Aug 10:21,28 Aug 2021,10:21:18,7.25
26.0,28 Aug 12:45,28 Aug 2021,12:45:39,7.24
27.0,28 Aug 15:26,28 Aug 2021,15:26:51,7.25
28.0,28 Aug 18:00,28 Aug 2021,18:00:08,7.26
,03 Sep 02:17,03 Sep 2021,02:17:33,7.65
,03 09 10:54,03 Sep 2021,10:54:46,7.68
,10 Sep 17:38,10 Sep 2021,17:38:26,7.56
,12 Sep 18:42,12 Sep 2021,18:42:45,7.58
,12 Sep 22:53,12 Sep 2021,22:53:57,7.57
