Unnamed: 0,DateTime,Date,Time,DO(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,7.4
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,7.49
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,7.48
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,7.51
4.0,09 Aug 17:29,09 Aug 2021,17:29:51,7.53
5.0,09 Aug 18:30,09 Aug 2021,18:30:16,7.52
6.0,09 Aug 19:30,09 Aug 2021,19:30:40,7.55
7.0,10 Aug 00:49,10 Aug 2021,00:49:39,7.64
8.0,10 Aug 08:24,10 Aug 2021,08:24:01,7.73
9.0,10 Aug 19:26,10 Aug 2021,19:26:33,7.63
10.0,10 Aug 20:27,10 Aug 2021,20:27:03,7.65
11.0,10 Aug 21:30,10 Aug 2021,21:30:23,7.64
12.0,11 Aug 08:47,11 Aug 2021,08:47:06,7.65
13.0,11 Aug 10:20,11 Aug 2021,10:20:04,7.63
14.0,11 Aug 12:13,11 Aug 2021,12:13:36,7.62
15.0,11 Aug 16:56,11 Aug 2021,16:56:21,7.55
16.0,11 Aug 18:00,11 Aug 2021,18:00:02,7.54
17.0,12 Aug 10:59,12 Aug 2021,10:59:37,7.47
18.0,12 Aug 12:14,12 Aug 2021,12:14:31,7.45
19.0,16 Aug 10:05,16 Aug 2021,10:05:25,7.38
20.0,16 Aug 11:06,16 Aug 2021,11:06:03,7.35
21.0,16 Aug 15:15,16 Aug 2021,15:15:28,7.32
22.0,16 Aug 16:15,16 Aug 2021,16:15:54,7.33
23.0,16 Aug 17:19,16 Aug 2021,17:19:32,7.31
24.0,16 Aug 19:20,16 Aug 2021,19:20:17,7.29
25.0,16 Aug 23:18,16 Aug 2021,23:18:09,7.32
26.0,19 Aug 21:09,19 Aug 2021,21:09:25,7.37
27.0,19 Aug 22:09,19 Aug 2021,22:09:52,7.36
28.0,23 Aug 15:16,23 Aug 2021,15:16:38,7.6
29.0,28 Aug 10:21,28 Aug 2021,10:21:18,7.29
,03 Sep 02:17,03 Sep 2021,02:17:33,7.2
,10 Sep 17:38,10 Sep 2021,17:38:26,7.17
,12 Sep 16:50,12 Sep 2021,16:50:46,7.44
,12 Sep 17:30,12 Sep 2021,17:30:03,7.42
,12 Sep 18:42,12 Sep 2021,18:42:45,7.43
,12 Sep 21:12,12 Sep 2021,21:12:54,7.47
