Unnamed: 0,DateTime,Date,Time,Conductivity(µS/cm)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,167.0
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,181.0
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,182.0
3.0,09 Aug 17:29,09 Aug 2021,17:29:51,181.0
4.0,09 Aug 18:30,09 Aug 2021,18:30:16,180.0
5.0,10 Aug 00:49,10 Aug 2021,00:49:39,179.0
6.0,10 Aug 09:26,10 Aug 2021,09:26:56,178.0
7.0,10 Aug 19:26,10 Aug 2021,19:26:33,177.0
8.0,10 Aug 21:30,10 Aug 2021,21:30:23,176.0
9.0,11 Aug 08:47,11 Aug 2021,08:47:06,177.0
10.0,11 Aug 10:20,11 Aug 2021,10:20:04,176.0
11.0,11 Aug 16:56,11 Aug 2021,16:56:21,178.0
12.0,11 Aug 18:00,11 Aug 2021,18:00:02,179.0
13.0,12 Aug 10:59,12 Aug 2021,10:59:37,172.0
14.0,12 Aug 12:14,12 Aug 2021,12:14:31,0.0
15.0,16 Aug 10:05,16 Aug 2021,10:05:25,189.0
16.0,16 Aug 11:06,16 Aug 2021,11:06:03,188.0
17.0,16 Aug 17:19,16 Aug 2021,17:19:32,187.0
18.0,19 Aug 21:09,19 Aug 2021,21:09:25,190.0
19.0,23 Aug 15:16,23 Aug 2021,15:16:38,202.0
20.0,23 Aug 18:03,23 Aug 2021,18:03:46,200.0
21.0,28 Aug 10:21,28 Aug 2021,10:21:18,189.0
22.0,28 Aug 12:45,28 Aug 2021,12:45:39,190.0
23.0,28 Aug 15:26,28 Aug 2021,15:26:51,191.0
,03 Sep 02:17,03 Sep 2021,02:17:33,180.0
,03 09 10:54,03 Sep 2021,10:54:46,183.0
,10 Sep 17:38,10 Sep 2021,17:38:26,212.0
,10 Sep 23:30,10 Sep 2021,23:30:16,210.0
,12 Sep 17:30,12 Sep 2021,17:30:03,0.0
,12 Sep 18:42,12 Sep 2021,18:42:45,214.0
,12 Sep 22:00,12 Sep 2021,22:00:04,213.0
