Unnamed: 0,DateTime,Date,Time,Chloride(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,10.7
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,10.0
2.0,09 Aug 19:30,09 Aug 2021,19:30:40,9.9
3.0,10 Aug 00:49,10 Aug 2021,00:49:39,9.7
4.0,10 Aug 08:24,10 Aug 2021,08:24:01,9.4
5.0,10 Aug 19:26,10 Aug 2021,19:26:33,10.6
6.0,10 Aug 20:27,10 Aug 2021,20:27:03,10.5
7.0,11 Aug 08:47,11 Aug 2021,08:47:06,10.0
8.0,11 Aug 16:56,11 Aug 2021,16:56:21,11.3
9.0,12 Aug 10:59,12 Aug 2021,10:59:37,10.5
10.0,12 Aug 12:14,12 Aug 2021,12:14:31,10.6
11.0,16 Aug 10:05,16 Aug 2021,10:05:25,10.7
12.0,16 Aug 11:06,16 Aug 2021,11:06:03,10.8
13.0,16 Aug 15:15,16 Aug 2021,15:15:28,11.0
14.0,16 Aug 16:15,16 Aug 2021,16:15:54,10.9
15.0,16 Aug 23:18,16 Aug 2021,23:18:09,10.6
16.0,19 Aug 21:09,19 Aug 2021,21:09:25,12.4
17.0,23 Aug 15:16,23 Aug 2021,15:16:38,10.9
18.0,28 Aug 10:21,28 Aug 2021,10:21:18,14.1
19.0,28 Aug 11:35,28 Aug 2021,11:35:06,14.5
20.0,28 Aug 12:45,28 Aug 2021,12:45:39,13.8
21.0,28 Aug 15:26,28 Aug 2021,15:26:51,14.6
22.0,28 Aug 18:00,28 Aug 2021,18:00:08,14.4
23.0,28 Aug 19:18,28 Aug 2021,19:18:38,14.9
,03 Sep 02:17,03 Sep 2021,02:17:33,17.4
,10 Sep 17:38,10 Sep 2021,17:38:26,17.0
,10 Sep 23:30,10 Sep 2021,23:30:16,16.1
,12 Sep 17:30,12 Sep 2021,17:30:03,13.4
,12 Sep 18:42,12 Sep 2021,18:42:45,13.6
,12 Sep 21:12,12 Sep 2021,21:12:54,13.3
,12 Sep 22:53,12 Sep 2021,22:53:57,13.0
