Unnamed: 0,DateTime,Date,Time,Nitrate(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,1.16
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,0.99
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,0.86
3.0,09 Aug 15:16,09 Aug 2021,15:16:19,0.99
4.0,09 Aug 16:29,09 Aug 2021,16:29:24,1.01
5.0,09 Aug 17:29,09 Aug 2021,17:29:51,0.99
6.0,09 Aug 18:30,09 Aug 2021,18:30:16,1.0
7.0,09 Aug 19:30,09 Aug 2021,19:30:40,1.03
8.0,10 Aug 00:49,10 Aug 2021,00:49:39,1.01
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,1.03
10.0,10 Aug 09:26,10 Aug 2021,09:26:56,1.04
11.0,10 Aug 10:27,10 Aug 2021,10:27:28,1.06
12.0,10 Aug 21:30,10 Aug 2021,21:30:23,1.03
13.0,11 Aug 08:47,11 Aug 2021,08:47:06,1.09
14.0,11 Aug 10:20,11 Aug 2021,10:20:04,1.07
15.0,11 Aug 12:13,11 Aug 2021,12:13:36,1.04
16.0,11 Aug 16:56,11 Aug 2021,16:56:21,1.1
17.0,11 Aug 18:00,11 Aug 2021,18:00:02,1.0
18.0,12 Aug 10:59,12 Aug 2021,10:59:37,1.1
19.0,12 Aug 12:14,12 Aug 2021,12:14:31,1.04
20.0,16 Aug 10:05,16 Aug 2021,10:05:25,0.9
21.0,16 Aug 11:06,16 Aug 2021,11:06:03,0.93
22.0,16 Aug 15:15,16 Aug 2021,15:15:28,0.9
23.0,16 Aug 16:15,16 Aug 2021,16:15:54,0.85
24.0,16 Aug 17:19,16 Aug 2021,17:19:32,0.8
25.0,16 Aug 18:19,16 Aug 2021,18:19:53,0.87
26.0,16 Aug 19:20,16 Aug 2021,19:20:17,0.74
27.0,16 Aug 23:18,16 Aug 2021,23:18:09,0.9
28.0,17 Aug 00:18,17 Aug 2021,00:18:33,0.94
29.0,19 Aug 21:09,19 Aug 2021,21:09:25,15.71
30.0,19 Aug 22:09,19 Aug 2021,22:09:52,15.24
31.0,23 Aug 15:16,23 Aug 2021,15:16:38,17.22
32.0,23 Aug 18:03,23 Aug 2021,18:03:46,18.37
33.0,28 Aug 10:21,28 Aug 2021,10:21:18,14.02
34.0,28 Aug 11:35,28 Aug 2021,11:35:06,13.97
35.0,28 Aug 12:45,28 Aug 2021,12:45:39,14.13
36.0,28 Aug 15:26,28 Aug 2021,15:26:51,13.53
37.0,28 Aug 18:00,28 Aug 2021,18:00:08,13.7
38.0,28 Aug 19:18,28 Aug 2021,19:18:38,12.66
,03 Sep 02:17,03 Sep 2021,02:17:33,0.78
,03 09 10:54,03 Sep 2021,10:54:46,0.77
,10 Sep 17:38,10 Sep 2021,17:38:26,0.0
