Unnamed: 0,DateTime,Date,Time,BOD(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,1.9
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,1.82
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,1.84
3.0,09 Aug 15:16,09 Aug 2021,15:16:19,1.82
4.0,09 Aug 16:29,09 Aug 2021,16:29:24,1.83
5.0,09 Aug 17:29,09 Aug 2021,17:29:51,1.81
6.0,09 Aug 18:30,09 Aug 2021,18:30:16,1.82
7.0,09 Aug 19:30,09 Aug 2021,19:30:40,1.85
8.0,10 Aug 00:49,10 Aug 2021,00:49:39,1.87
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,1.77
10.0,10 Aug 09:26,10 Aug 2021,09:26:56,1.78
11.0,10 Aug 10:27,10 Aug 2021,10:27:28,1.77
12.0,10 Aug 19:26,10 Aug 2021,19:26:33,1.82
13.0,10 Aug 20:27,10 Aug 2021,20:27:03,1.83
14.0,10 Aug 21:30,10 Aug 2021,21:30:23,1.85
15.0,11 Aug 08:47,11 Aug 2021,08:47:06,1.87
16.0,11 Aug 10:20,11 Aug 2021,10:20:04,1.86
17.0,11 Aug 12:13,11 Aug 2021,12:13:36,1.89
18.0,11 Aug 16:56,11 Aug 2021,16:56:21,1.94
19.0,12 Aug 10:59,12 Aug 2021,10:59:37,1.8
20.0,12 Aug 12:14,12 Aug 2021,12:14:31,1.76
21.0,16 Aug 10:05,16 Aug 2021,10:05:25,1.78
22.0,16 Aug 11:06,16 Aug 2021,11:06:03,1.79
23.0,16 Aug 15:15,16 Aug 2021,15:15:28,1.8
24.0,16 Aug 16:15,16 Aug 2021,16:15:54,1.76
25.0,16 Aug 17:19,16 Aug 2021,17:19:32,1.82
26.0,16 Aug 18:19,16 Aug 2021,18:19:53,1.81
27.0,16 Aug 23:18,16 Aug 2021,23:18:09,1.82
28.0,19 Aug 21:09,19 Aug 2021,21:09:25,1.75
29.0,19 Aug 22:09,19 Aug 2021,22:09:52,1.77
30.0,23 Aug 15:16,23 Aug 2021,15:16:38,1.76
31.0,28 Aug 10:21,28 Aug 2021,10:21:18,1.87
,03 Sep 02:17,03 Sep 2021,02:17:33,1.8
,10 Sep 17:38,10 Sep 2021,17:38:26,2.03
,12 Sep 17:30,12 Sep 2021,17:30:03,1.84
,12 Sep 18:42,12 Sep 2021,18:42:45,1.83
,12 Sep 21:12,12 Sep 2021,21:12:54,1.81
